288 8
0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
1.1071774188908812e-05 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
1.9830475193161057e-05 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
2.9125558178244582e-05 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
3.7890132301376944e-05 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
4.6222626994607552e-05 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
5.4215270713697805e-05 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
6.1972714055724687e-05 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
6.9621985006929066e-05 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
7.7239176167087642e-05 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
8.4814586782888668e-05 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
9.2219151637928931e-05 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
9.9381602180259598e-05 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
1.0640623263291626e-04 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
1.1341020126431900e-04 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
1.2040878391905707e-04 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
1.2738962674485599e-04 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
1.3436010258816022e-04 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
1.4142246733561681e-04 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
1.4860109284620115e-04 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
1.5600336358967404e-04 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
1.6414484029247944e-04 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
1.7461007572439069e-04 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
1.8960912070087321e-04 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
2.1171769112837691e-04 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
2.4144382499613481e-04 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
2.7483857849919247e-04 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
3.0983478975754597e-04 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
3.4603367814345365e-04 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
3.8332280474828728e-04 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
4.2161955910569038e-04 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
4.6125797755980358e-04 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
5.0403297358292409e-04 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
5.5410071716788245e-04 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
6.1685005636302748e-04 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
6.9794497894060115e-04 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
8.0230429481209509e-04 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
9.3237770986853707e-04 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
1.0862473348781654e-03 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
1.2589751796245885e-03 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
1.4496452896586298e-03 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
1.6624367799019657e-03 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
1.9063947883724008e-03 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
2.1912529800262037e-03 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
2.5241124954233918e-03 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
2.9123323689110858e-03 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
3.3688261248057128e-03 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
3.9132886639736686e-03 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
4.5592204622322274e-03 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
5.3123133106586229e-03 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
6.1681743620313201e-03 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
7.1158874184402698e-03 0.0000000000000000e+00 0.0000000000000000e+00 9.8999999999999999e-01 0.0000000000000000e+00 1.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
