288
0.0000000000000000e+00 1.3612594555556343e+09
4.2493158270429099e-05 1.3640957062287016e+09
8.0378428042204852e-05 1.3550240666567225e+09
1.1912367655564360e-04 1.3527470868190370e+09
1.5570707718592924e-04 1.3494016065634751e+09
1.9086938740675574e-04 1.3480734781254940e+09
2.2468834505673385e-04 1.3500045750471957e+09
2.5765774560027044e-04 1.3549433121088505e+09
2.9001679872231456e-04 1.3599973339827080e+09
3.2166722044069118e-04 1.3640319961215405e+09
3.5244055171956834e-04 1.3714045603348579e+09
3.8247828063364686e-04 1.3844163614209154e+09
4.1212583358940513e-04 1.3961354439499557e+09
4.4147863050159053e-04 1.4032882531192319e+09
4.7043102909050116e-04 1.4068722855842242e+09
4.9885091852375218e-04 1.4078929775384541e+09
5.2662029317784853e-04 1.4062896146977012e+09
5.5354630098247704e-04 1.4020134640187936e+09
5.7957309554745873e-04 1.3971631206317229e+09
6.0479071710850540e-04 1.3927268498632793e+09
6.2915592400536458e-04 1.3886462223858278e+09
6.5293836024926666e-04 1.3857059092648387e+09
6.7631846862015177e-04 1.3825558055061831e+09
6.9925352284272435e-04 1.3791328583610351e+09
7.2194197573216545e-04 1.3760429834846718e+09
7.4449071626314645e-04 1.3737127320582974e+09
7.6720746444947086e-04 1.3746639919780302e+09
7.9079056622333166e-04 1.3793899299260924e+09
8.1627672758166625e-04 1.3806423897261641e+09
8.4448189793062678e-04 1.3730917021701005e+09
8.7667095813603879e-04 1.3561148923816822e+09
9.1636296320340982e-04 1.3344360150298536e+09
9.7217428920859383e-04 1.2979451119763134e+09
1.0511067124020501e-03 1.2567866278902142e+09
1.1479470359450072e-03 1.2331836417179596e+09
1.2570395967717030e-03 1.2282277627066712e+09
1.3744545778360262e-03 1.2268757379366632e+09
1.4968533270807161e-03 1.2251063719168935e+09
1.6233560274139247e-03 1.2233808662258976e+09
1.7526290621878715e-03 1.2204981657125404e+09
1.8852754661426996e-03 1.2137641524025230e+09
2.0239178312241313e-03 1.2042530888330755e+09
2.1717798445177738e-03 1.1917031530881250e+09
2.3330358536305384e-03 1.1725148868114166e+09
2.5160241479891265e-03 1.1482028222542503e+09
2.7317571303653310e-03 1.1210837327831864e+09
2.9931138401299018e-03 1.1008888024856124e+09
3.3026165467734403e-03 1.0851639895326924e+09
3.6634444840339953e-03 1.0705253045949020e+09
4.0839613739298564e-03 1.0643471638432978e+09
4.5480580288921324e-03 1.0574136904370375e+09
5.0585071072063448e-03 1.0494443451334560e+09
5.6215915328597932e-03 1.0438763313801267e+09
6.2311825996161918e-03 1.0425001951890450e+09
6.8691030396396124e-03 1.0437501869831922e+09
7.5191506787767315e-03 1.0370839216827281e+09
8.2077687737308613e-03 1.0272359859944119e+09
8.9476597226184618e-03 1.0143594587886814e+09
9.7566997905481623e-03 9.9206529510155094e+08
1.0700150336247383e-02 9.7140022118027556e+08
1.1801084455449251e-02 9.5547404915449405e+08
1.3056304374416516e-02 9.4098341587877178e+08
1.4479181580396294e-02 9.2911726393765604e+08
1.6066815899628106e-02 9.2007425990002394e+08
1.7805518370737294e-02 9.1277738014000297e+08
1.9684219249046953e-02 9.0567662254346275e+08
2.1705750209115249e-02 8.9726805131939638e+08
2.3895555385588629e-02 8.8841204163682413e+08
2.6271944399409497e-02 8.8257545708904445e+08
2.8796705716024440e-02 8.8132304216205812e+08
3.1389801935203132e-02 8.8114147929384148e+08
3.4018810341024941e-02 8.8064165352903736e+08
3.6674055334840139e-02 8.7976704492588103e+08
3.9350179170678845e-02 8.7856859914444292e+08
4.2043547504833634e-02 8.7782893631860828e+08
4.4738697022170815e-02 8.7762851098133838e+08
4.7419456228007140e-02 8.7808914776666868e+08
5.0068376395531522e-02 8.7812904264610827e+08
5.2689745154637757e-02 8.7874102963644934e+08
5.5272218765375580e-02 8.8097221646276283e+08
5.7785893555102996e-02 8.8267398038549376e+08
6.0234894075071099e-02 8.8295441329512024e+08
6.2638156429780656e-02 8.8232594586665392e+08
6.5007597013037599e-02 8.8094431488960445e+08
6.7353312791505804e-02 8.7809099043443465e+08
6.9696090929617927e-02 8.7517120446733427e+08
7.2036908129694988e-02 8.7419082619873083e+08
7.4348493035333196e-02 8.7400715764457345e+08
7.6619702092794784e-02 8.7429228480695736e+08
7.8844768544722998e-02 8.7483445732366347e+08
8.1021342937459884e-02 8.7599270156613445e+08
8.3142502260955653e-02 8.7672108698005378e+08
8.5215117945829255e-02 8.7649563912286270e+08
8.7252310240856001e-02 8.7545096110763836e+08
8.9265815242006497e-02 8.7446842403980267e+08
9.1256673909451469e-02 8.7387680793965828e+08
9.3221641943634026e-02 8.7292799316563988e+08
9.5165806191736979e-02 8.7173517380256248e+08
9.7092996501644047e-02 8.7049472336300564e+08
9.9004827813588880e-02 8.6899941002181804e+08
1.0090536117090310e-01 8.6717746688704729e+08
1.0279947707973647e-01 8.6515484977529991e+08
1.0469072031380122e-01 8.6302264146003211e+08
1.0658156518738859e-01 8.6096986770172107e+08
1.0847226195677784e-01 8.5903713184796226e+08
1.1036239706660622e-01 8.5714098585494173e+08
1.1225230553645671e-01 8.5504000900422037e+08
1.1414487413165342e-01 8.5309392732465243e+08
1.1603904451807123e-01 8.5123817304009593e+08
1.1793421491953338e-01 8.4905351313713908e+08
1.1983425701653705e-01 8.4645298635840237e+08
1.2174420682575948e-01 8.4383685639138532e+08
1.2366495133202327e-01 8.4100972038947546e+08
1.2559951647425505e-01 8.3830824271280074e+08
1.2754728281134042e-01 8.3580162856257284e+08
1.2950659526081110e-01 8.3338260991081560e+08
1.3147665366126993e-01 8.3115904798974645e+08
1.3345522466340731e-01 8.2911826248572922e+08
1.3543991508453712e-01 8.2721300743534338e+08
1.3742861386194138e-01 8.2524638496810007e+08
1.3942125617975010e-01 8.2307258453247964e+08
1.4141941684363413e-01 8.2072286471284485e+08
1.4342446182370705e-01 8.1830452701521969e+08
1.4543664335446371e-01 8.1592531158599102e+08
1.4745501233092295e-01 8.1378311042000949e+08
1.4947628535016289e-01 8.1189651174338913e+08
1.5149671890892313e-01 8.0988932064626706e+08
1.5351660452817928e-01 8.0711613851608574e+08
1.5554357940073771e-01 8.0347728040407562e+08
1.5758714416508435e-01 8.0018417927681243e+08
1.5964385072516796e-01 7.9854264272029269e+08
1.6169484795369515e-01 7.9796913268664706e+08
1.6372674020424560e-01 7.9760494644427729e+08
1.6573528905368806e-01 7.9693716565727770e+08
1.6772192937555264e-01 7.9540200522576296e+08
1.6969432691986774e-01 7.9292465899368799e+08
1.7166140361079807e-01 7.9015955257236826e+08
1.7362582079697852e-01 7.8743118590043592e+08
1.7558699256656563e-01 7.8499031208151507e+08
1.7754167064089144e-01 7.8295657518131781e+08
1.7948517884738013e-01 7.8124378412166238e+08
1.8141352345308048e-01 7.7951873566630173e+08
1.8332603471256670e-01 7.7743120095162821e+08
1.8522560798542709e-01 7.7547103079161477e+08
1.8711046248923302e-01 7.7415026691095769e+08
1.8897378971412970e-01 7.7321899657046413e+08
1.9081106709167461e-01 7.7205181743269026e+08
1.9262371595806327e-01 7.7012551670105004e+08
1.9441814091727738e-01 7.6744018164712036e+08
1.9620102111336835e-01 7.6425098191765511e+08
1.9797708002938585e-01 7.6099923987050402e+08
1.9974724115408338e-01 7.5788960405297840e+08
2.0151057240484949e-01 7.5521303007985091e+08
2.0326339484298062e-01 7.5263518647602928e+08
2.0500480826059730e-01 7.4931550715834177e+08
2.0674145303556157e-01 7.4452939396771824e+08
2.0848699377782787e-01 7.3907738408910882e+08
2.1024904193981975e-01 7.3488771478027999e+08
2.1201777567332869e-01 7.3291941410722423e+08
2.1377328308864718e-01 7.3238309836834431e+08
2.1550193221761016e-01 7.3229164984898567e+08
2.1719877219702410e-01 7.3202277602572322e+08
2.1886438914931239e-01 7.3050363203291988e+08
2.2050853995913033e-01 7.2633515618662429e+08
2.2215305533974516e-01 7.1986638230464065e+08
2.2381867466829386e-01 7.1369139770168078e+08
2.2550574104992338e-01 7.0985270347995162e+08
2.2719589857447930e-01 7.0854674288963294e+08
2.2886723950022503e-01 7.0830353742117298e+08
2.3050981704539131e-01 7.0797202639797974e+08
2.3212342569550004e-01 7.0649509031922674e+08
2.3371663310766777e-01 7.0320146673307574e+08
2.3530377110892153e-01 6.9900580884086215e+08
2.3689262676708622e-01 6.9563149278704572e+08
2.3847733528544968e-01 6.9399106130256402e+08
2.4004415007120017e-01 6.9360989679108369e+08
2.4158269264236121e-01 6.9353171622470200e+08
2.4309001894546978e-01 6.9350763082395589e+08
2.4456522377665291e-01 6.9333457513323462e+08
2.4600900438922979e-01 6.9220000430721188e+08
2.4742785551839219e-01 6.8881245664782131e+08
2.4883739455685860e-01 6.8249402099654090e+08
2.5025897136604303e-01 6.7238337492080462e+08
2.5172315071227958e-01 6.5745119562397718e+08
2.5327588413190183e-01 6.3970741479044116e+08
2.5496004695230556e-01 6.2261116338735163e+08
2.5679672898781047e-01 6.0740560604628491e+08
2.5879430327707698e-01 5.9329394214691794e+08
2.6096722293751151e-01 5.7923837658178806e+08
2.6334361866281419e-01 5.6477752144824302e+08
2.6596325828064138e-01 5.4991583483042347e+08
2.6887399973908899e-01 5.3481757709202945e+08
2.7213028211772183e-01 5.1962693217207336e+08
2.7579361326409191e-01 5.0451475936959237e+08
