288
0.0000000000000000e+00 3.8254804200671574e-07 1.1272315383498184e+05
4.2493158270429099e-05 3.7540843227481071e-07 1.1323072563805326e+05
8.0378428042204852e-05 4.2258955323487254e-07 1.1475412453007475e+05
1.1912367655564360e-04 4.3918858690552339e-07 1.1561677307912486e+05
1.5570707718592924e-04 4.6463405769507079e-07 1.1686980795720269e+05
1.9086938740675574e-04 4.9188153967458959e-07 1.1938139309671971e+05
2.2468834505673385e-04 5.2781049726634487e-07 1.2474958999796117e+05
2.5765774560027044e-04 5.7020292947756352e-07 1.3254100144993560e+05
2.9001679872231456e-04 6.1387480184609404e-07 1.4038701476611895e+05
3.2166722044069118e-04 6.5696386797955943e-07 1.4739731541171408e+05
3.5244055171956834e-04 7.0583100678917288e-07 1.5688175396344950e+05
3.8247828063364686e-04 7.6681245686173096e-07 1.7071736863721619e+05
4.1212583358940513e-04 8.3563469314304677e-07 1.8418437885573905e+05
4.4147863050159053e-04 9.0723164075210742e-07 1.9495462852834619e+05
4.7043102909050116e-04 9.8021803742955206e-07 2.0353269175424060e+05
4.9885091852375218e-04 1.0542244211471967e-06 2.1045891638591117e+05
5.2662029317784853e-04 1.1251375179853084e-06 2.1532943038895004e+05
5.5354630098247704e-04 1.1970739774801562e-06 2.1839555316101108e+05
5.7957309554745873e-04 1.2766477835937531e-06 2.2134487291617677e+05
6.0479071710850540e-04 1.3576997648495621e-06 2.2430449212416241e+05
6.2915592400536458e-04 1.4586686431492717e-06 2.2850097061293662e+05
6.5293836024926666e-04 1.5783869895981056e-06 2.3425756752776794e+05
6.7631846862015177e-04 1.7042504229965303e-06 2.3978924678596735e+05
6.9925352284272435e-04 1.8556889793659610e-06 2.4612997673474529e+05
7.2194197573216545e-04 2.0299683268919110e-06 2.5338631974939990e+05
7.4449071626314645e-04 2.2510223298995445e-06 2.6296397183825972e+05
7.6720746444947086e-04 2.5721792541896058e-06 2.7903683154469164e+05
7.9079056622333166e-04 3.0596475450156721e-06 3.0409068024034181e+05
8.1627672758166625e-04 3.7270255181875645e-06 3.3115264609761594e+05
8.4448189793062678e-04 4.6817541387255914e-06 3.5690327784858720e+05
8.7667095813603879e-04 6.3543335901248878e-06 3.8746187847317092e+05
9.1636296320340982e-04 9.8345836839685805e-06 4.3830182746794191e+05
9.7217428920859383e-04 1.5309314383958752e-05 4.7396864118700987e+05
1.0511067124020501e-03 2.0673937752911117e-05 4.6590105823642993e+05
1.1479470359450072e-03 2.5634731660998154e-05 4.6450386068453355e+05
1.2570395967717030e-03 3.0368533361346382e-05 4.9225506179614330e+05
1.3744545778360262e-03 3.4845279505220376e-05 5.2242825861199526e+05
1.4968533270807161e-03 3.9639980787895064e-05 5.5098991890252987e+05
1.6233560274139247e-03 4.4586999796535773e-05 5.7802738281600119e+05
1.7526290621878715e-03 5.0357301944585924e-05 6.0439598489803704e+05
1.8852754661426996e-03 5.7933477427009198e-05 6.2665667482071486e+05
2.0239178312241313e-03 6.8007517379735233e-05 6.4752726241777826e+05
2.1717798445177738e-03 8.1636218597284536e-05 6.6593337657080370e+05
2.3330358536305384e-03 1.0196636756328358e-04 6.7311175478757732e+05
2.5160241479891265e-03 1.3231736793383071e-04 6.6842136256838241e+05
2.7317571303653310e-03 1.7644145347562879e-04 6.5239176755457860e+05
2.9931138401299018e-03 2.2998424751729759e-04 6.5256819288865372e+05
3.3026165467734403e-03 2.9512123628922069e-04 6.6609425244754017e+05
3.6634444840339953e-03 3.7857367964234370e-04 6.8393674855956342e+05
4.0839613739298564e-03 4.5987741070019491e-04 7.2906604876251309e+05
4.5480580288921324e-03 5.5674039070625556e-04 7.7067979790912208e+05
5.0585071072063448e-03 6.7599033701398813e-04 8.0891464347168384e+05
5.6215915328597932e-03 8.0551240547866159e-04 8.5683335599223699e+05
6.2311825996161918e-03 9.2782660978393448e-04 9.2149370877795154e+05
6.8691030396396124e-03 1.0406678981204288e-03 9.9647172390896385e+05
7.5191506787767315e-03 1.2134225731325226e-03 1.0327553744690154e+06
8.2077687737308613e-03 1.4350532630422322e-03 1.0507817556088860e+06
8.9476597226184618e-03 1.7271776251925933e-03 1.0513751883946317e+06
9.7566997905481623e-03 2.2169340779198909e-03 1.0020121280437859e+06
1.0700150336247383e-02 2.8474862598060610e-03 9.6387182923546399e+05
1.1801084455449251e-02 3.5734424728079131e-03 9.5339118850039097e+05
1.3056304374416516e-02 4.4586261763588904e-03 9.5158329655441188e+05
1.4479181580396294e-02 5.4758404328038137e-03 9.6446409017442784e+05
1.6066815899628106e-02 6.6007341864507208e-03 9.9344185759573476e+05
1.7805518370737294e-02 7.8503908139252610e-03 1.0324525210046015e+06
1.9684219249046953e-02 9.2978107654609586e-03 1.0721803926409436e+06
2.1705750209115249e-02 1.1085938133753628e-02 1.1033684930952764e+06
2.3895555385588629e-02 1.3241926567275729e-02 1.1314766643563518e+06
2.6271944399409497e-02 1.5485336011028375e-02 1.1803619926656198e+06
2.8796705716024440e-02 1.7505946808340504e-02 1.2625662227123638e+06
3.1389801935203132e-02 1.9535548702838846e-02 1.3537979050687249e+06
3.4018810341024941e-02 2.1717253690909939e-02 1.4431370434133811e+06
3.6674055334840139e-02 2.4092017991555685e-02 1.5302727184755341e+06
3.9350179170678845e-02 2.6688821010223008e-02 1.6157425115961330e+06
4.2043547504833634e-02 2.9395656864528424e-02 1.7074246764236325e+06
4.4738697022170815e-02 3.2182870568713759e-02 1.8069402835576362e+06
4.7419456228007140e-02 3.5002777639398637e-02 1.9165590932594319e+06
5.0068376395531522e-02 3.8126630472381816e-02 2.0259237259338880e+06
5.2689745154637757e-02 4.1343083531624469e-02 2.1471859414453157e+06
5.5272218765375580e-02 4.4293778419704832e-02 2.2939487037963350e+06
5.7785893555102996e-02 4.7499515876710301e-02 2.4385523098064605e+06
6.0234894075071099e-02 5.1305999925865056e-02 2.5677867936955914e+06
6.2638156429780656e-02 5.5677466069365196e-02 2.6878572187314653e+06
6.5007597013037599e-02 6.0670237501956763e-02 2.8003615105685275e+06
6.7353312791505804e-02 6.6695746112622439e-02 2.8928229776236978e+06
6.9696090929617927e-02 7.3350172442669268e-02 2.9872209821068626e+06
7.2036908129694988e-02 7.9727868923092929e-02 3.1190485616437080e+06
7.4348493035333196e-02 8.6223189529361796e-02 3.2706318079394265e+06
7.6619702092794784e-02 9.2977234621332810e-02 3.4378649432472200e+06
7.8844768544722998e-02 1.0010916092986620e-01 3.6180479874415938e+06
8.1021342937459884e-02 1.0738416953593144e-01 3.8192494100020435e+06
8.3142502260955653e-02 1.1549213761576686e-01 4.0209327971390425e+06
8.5215117945829255e-02 1.2494886942368007e-01 4.2111564963191459e+06
8.7252310240856001e-02 1.3593136725034857e-01 4.3924342275045635e+06
8.9265815242006497e-02 1.4793606734847972e-01 4.5846401154310936e+06
9.1256673909451469e-02 1.6071477167745385e-01 4.7959189502727389e+06
9.3221641943634026e-02 1.7502493500699093e-01 5.0079990489048362e+06
9.5165806191736979e-02 1.9096696349140216e-01 5.2237385191207444e+06
9.7092996501644047e-02 2.0852103702326164e-01 5.4485122870065104e+06
9.9004827813588880e-02 2.2816155556533663e-01 5.6771720840721773e+06
1.0090536117090310e-01 2.5028809396736851e-01 5.9076736128545459e+06
1.0279947707973647e-01 2.7507282852934062e-01 6.1436827461021841e+06
1.0469072031380122e-01 3.0270728509682865e-01 6.3879779275709111e+06
1.0658156518738859e-01 3.3316204667533167e-01 6.6466572716855574e+06
1.0847226195677784e-01 3.6660058634690301e-01 6.9214871982021639e+06
1.1036239706660622e-01 4.0346674437785257e-01 7.2102222193624601e+06
1.1225230553645671e-01 4.4471857402794723e-01 7.5047563159261514e+06
1.1414487413165342e-01 4.8991343396337056e-01 7.8182339508982189e+06
1.1603904451807123e-01 5.3952955202971709e-01 8.1487598858021693e+06
1.1793421491953338e-01 5.9538359278530617e-01 8.4804451978429221e+06
1.1983425701653705e-01 6.5875247613856647e-01 8.8095441872851141e+06
1.2174420682575948e-01 7.2918306246171449e-01 9.1524366473353729e+06
1.2366495133202327e-01 8.0838267532933628e-01 9.5010560472973976e+06
1.2559951647425505e-01 8.9585384420451997e-01 9.8705539612221159e+06
1.2754728281134042e-01 9.9190635006655548e-01 1.0264753554144470e+07
1.2950659526081110e-01 1.0977734924878273e+00 1.0679054592343124e+07
1.3147665366126993e-01 1.2135339918331720e+00 1.1119300792292969e+07
1.3345522466340731e-01 1.3398610003882923e+00 1.1585478457542151e+07
1.3543991508453712e-01 1.4777557095376390e+00 1.2075702731456442e+07
1.3742861386194138e-01 1.6297825184452797e+00 1.2579650099991322e+07
1.3942125617975010e-01 1.7988600534707517e+00 1.3089077749935165e+07
1.4141941684363413e-01 1.9868165045239250e+00 1.3605671326778827e+07
1.4342446182370705e-01 2.1946610919643166e+00 1.4135833483881418e+07
1.4543664335446371e-01 2.4230787826030618e+00 1.4686559011697302e+07
1.4745501233092295e-01 2.6709060887664582e+00 1.5271173459553584e+07
1.4947628535016289e-01 2.9386298063272931e+00 1.5891815948582737e+07
1.5149671890892313e-01 3.2336554973496914e+00 1.6523356161745027e+07
1.5351660452817928e-01 3.5717578198388602e+00 1.7119393846933726e+07
1.5554357940073771e-01 3.9635898881079168e+00 1.7670655468510181e+07
1.5758714416508435e-01 4.3907560243016741e+00 1.8268022190415006e+07
1.5964385072516796e-01 4.8194636914128930e+00 1.9016966542373214e+07
1.6169484795369515e-01 5.2553419536525201e+00 1.9874828898000728e+07
1.6372674020424560e-01 5.7180687295106853e+00 2.0772132191511866e+07
1.6573528905368806e-01 6.2251939273822723e+00 2.1665479992104195e+07
1.6772192937555264e-01 6.8029105266184180e+00 2.2504604195047319e+07
1.6969432691986774e-01 7.4677241086050197e+00 2.3280801705844406e+07
1.7166140361079807e-01 8.2085673196586413e+00 2.4053607447793033e+07
1.7362582079697852e-01 9.0201952640732337e+00 2.4854089865023103e+07
1.7558699256656563e-01 9.8956018718887311e+00 2.5708311122394469e+07
1.7754167064089144e-01 1.0829789568771181e+01 2.6630315401617553e+07
1.7948517884738013e-01 1.1827282035658129e+01 2.7612823790686559e+07
1.8141352345308048e-01 1.2911329757567454e+01 2.8621227439808071e+07
1.8332603471256670e-01 1.4115286244197140e+01 2.9616584514359474e+07
1.8522560798542709e-01 1.5416228455359732e+01 3.0655214008775655e+07
1.8711046248923302e-01 1.6774751760431059e+01 3.1799470181663208e+07
1.8897378971412970e-01 1.8205741284476776e+01 3.3021255409358621e+07
1.9081106709167461e-01 1.9770333241059255e+01 3.4244279453242488e+07
1.9262371595806327e-01 2.1542310134356637e+01 3.5401544635738991e+07
1.9441814091727738e-01 2.3558942933255388e+01 3.6491071006003290e+07
1.9620102111336835e-01 2.5831978714536124e+01 3.7545346147626802e+07
1.9797708002938585e-01 2.8338690059987005e+01 3.8624548505294941e+07
1.9974724115408338e-01 3.1071880905661995e+01 3.9759125554606095e+07
2.0151057240484949e-01 3.3996814843530025e+01 4.0994588192801461e+07
2.0326339484298062e-01 3.7176530685491635e+01 4.2282470702876441e+07
2.0500480826059730e-01 4.0807936360949768e+01 4.3490983461648986e+07
2.0674145303556157e-01 4.5147145436259514e+01 4.4496362077361971e+07
2.0848699377782787e-01 5.0163143892540539e+01 4.5423723672209762e+07
2.1024904193981975e-01 5.5423774378354729e+01 4.6610732810242780e+07
2.1201777567332869e-01 6.0548442222753224e+01 4.8245303389592573e+07
2.1377328308864718e-01 6.5625681170421174e+01 5.0193600223172888e+07
2.1550193221761016e-01 7.0904618935805914e+01 5.2272194794298805e+07
2.1719877219702410e-01 7.6608231761129275e+01 5.4361551585647486e+07
2.1886438914931239e-01 8.3235505861551459e+01 5.6247737651466042e+07
2.2050853995913033e-01 9.1637151081770938e+01 5.7636009470355302e+07
2.2215305533974516e-01 1.0215886467882740e+02 5.8575746379003167e+07
2.2381867466829386e-01 1.1389355366187793e+02 5.9619268509719625e+07
2.2550574104992338e-01 1.2559166628495849e+02 6.1250739028390832e+07
2.2719589857447930e-01 1.3669900507472181e+02 6.3544570581306145e+07
2.2886723950022503e-01 1.4787435185436698e+02 6.6157290505540803e+07
2.3050981704539131e-01 1.5989388416424893e+02 6.8806282880860299e+07
2.3212342569550004e-01 1.7376912895123638e+02 7.1221163542298168e+07
