288
0.0000000000000000e+00 2.1650731234684976e-07 1.0050318985664558e+05
1.1071774188908812e-05 1.8852186042522816e-07 1.0015523801379978e+05
1.9830475193161057e-05 2.2021249321676929e-07 1.0048143644260235e+05
2.9125558178244582e-05 2.2855260067983118e-07 1.0064356352824192e+05
3.7890132301376944e-05 2.3916469015772389e-07 1.0101500891295407e+05
4.6222626994607552e-05 2.5251032261440036e-07 1.0241125634335229e+05
5.4215270713697805e-05 2.6975776920199286e-07 1.0617686803254300e+05
6.1972714055724687e-05 2.9278044096220345e-07 1.1452110802225202e+05
6.9621985006929066e-05 3.2091021187171899e-07 1.2688331896603626e+05
7.7239176167087642e-05 3.5128655442449904e-07 1.3826918003414175e+05
8.4814586782888668e-05 3.7793886737745633e-07 1.4588548047408357e+05
9.2219151637928931e-05 4.0239290873005437e-07 1.5115913322225749e+05
9.9381602180259598e-05 4.3438901215972043e-07 1.5612636287696866e+05
1.0640623263291626e-04 4.7672311282093587e-07 1.6189821149261162e+05
1.1341020126431900e-04 5.2432284264191975e-07 1.6790547379114563e+05
1.2040878391905707e-04 5.7565622996426018e-07 1.7484364935799083e+05
1.2738962674485599e-04 6.3268049000271395e-07 1.8311053658408311e+05
1.3436010258816022e-04 7.0556791943324820e-07 1.9042472622691194e+05
1.4142246733561681e-04 7.8939913677285780e-07 1.9700836782824612e+05
1.4860109284620115e-04 8.9595661760840973e-07 2.0678320501259383e+05
1.5600336358967404e-04 1.0846556103507655e-06 2.2849982614208804e+05
1.6414484029247944e-04 1.5346323614231227e-06 2.6824440766624646e+05
1.7461007572439069e-04 2.4209489031589525e-06 3.2757003399804741e+05
1.8960912070087321e-04 3.9277998018876943e-06 3.9775650437617960e+05
2.1171769112837691e-04 5.8129124027134175e-06 4.5115349625010078e+05
2.4144382499613481e-04 7.1878707308524224e-06 4.7535713004052837e+05
2.7483857849919247e-04 8.2910533951120681e-06 4.9481354748917848e+05
3.0983478975754597e-04 9.4395346152701890e-06 5.2060021308283985e+05
3.4603367814345365e-04 1.0702968005317374e-05 5.4801941993510502e+05
3.8332280474828728e-04 1.2099032732836980e-05 5.7181663842417370e+05
4.2161955910569038e-04 1.3783885831184835e-05 5.9520303008352220e+05
4.6125797755980358e-04 1.6372386699074168e-05 6.1130874594676273e+05
5.0403297358292409e-04 2.1093405513912630e-05 6.1631020885641198e+05
